WorkOrder,ModelName,LineName,SectionName,GroupName,StationName,TesterId,FixtureId,CarrierId,CarrierSide,TimeStamp,TestResult,SequenceNumber,Title,FileName,
1085033-04 2616070264061085033-04 261607026278,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1295,0,4/22/2026 10:31,PASS,0,N/A,N/A
1085033-04 2616070261961085033-04 261607026371,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA07,ECD16010089-EER-01,CR_CD01:1384,0,4/22/2026 10:32,PASS,0,N/A,N/A
1085033-04 261607011226,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1101,0,4/22/2026 10:32,PASS,0,N/A,N/A
1085033-04 261607011325,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1161,0,4/22/2026 10:36,PASS,0,N/A,N/A
1085033-04 261607026246,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1105,0,4/22/2026 10:36,PASS,0,N/A,N/A
1085033-04 261607026247,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1302,0,4/22/2026 10:40,PASS,0,N/A,N/A
1085033-04 261707005017,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA18,ECD16010089-FAT-02,CR_CD01:1392,0,4/22/2026 11:24,FAIL,53,DES CAN Sensor Reading PCAN running(6.17 Check Inlet Temperature Sensor) ---- (0'422),D:\Chroma Temp Data\1085033-04 261707005017-11-23-22-April-2026.txt
1085033-04 261707005018,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA23,ECD16010089-FAT-01,CR_CD01:1050,0,4/22/2026 12:56,PASS,0,N/A,N/A
1085033-04 261607026249,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1349,0,4/22/2026 12:57,PASS,0,N/A,N/A
1085033-04 261607026245,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1230,0,4/22/2026 12:57,PASS,0,N/A,N/A
1085033-04 261707005012,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1163,0,4/22/2026 12:57,PASS,0,N/A,N/A
1085033-04 261707005017,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA18,ECD16010089-FAT-02,CR_CD01:1392,0,4/22/2026 12:57,PASS,0,N/A,N/A
1085033-04 261707005015,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1388,0,4/22/2026 13:00,PASS,0,N/A,N/A
1085033-04 261607026244,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1170,0,4/22/2026 13:05,PASS,0,N/A,N/A
1085033-04 261607026239,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA23,ECD16010089-FAT-01,CR_CD01:1341,0,4/22/2026 13:05,PASS,0,N/A,N/A
BUNC1B348128#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1056,0,4/22/2026 13:26,PASS,0,N/A,N/A
1085033-04 2616070113331085033-04 261607011323,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1278,0,4/22/2026 13:26,PASS,0,N/A,N/A
BUNC1B348126#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1056,0,4/22/2026 13:26,PASS,0,N/A,N/A
BUNC1B348122#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1333,0,4/22/2026 13:28,PASS,0,N/A,N/A
BUNC1B348121#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1333,0,4/22/2026 13:29,PASS,0,N/A,N/A
BUNC1B348118#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1091,0,4/22/2026 13:31,PASS,0,N/A,N/A
BUNC1B348123#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1319,0,4/22/2026 13:31,PASS,0,N/A,N/A
BUNC1B348128#,3572605118,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA05,ECD16010089-PAT-01,CR_CD01:1056,0,4/22/2026 13:31,PASS,0,N/A,N/A
BUNC1B348120#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1116,0,4/22/2026 13:32,PASS,0,N/A,N/A
BUNC1B348131#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1137,0,4/22/2026 13:32,PASS,0,N/A,N/A
BUNC1B348130#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1065,0,4/22/2026 13:33,PASS,0,N/A,N/A
BUNC1B348122#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1333,0,4/22/2026 13:33,PASS,0,N/A,N/A
BUNC1B348132#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1065,0,4/22/2026 13:33,PASS,0,N/A,N/A
BUNC1B348133#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1065,0,4/22/2026 13:34,PASS,0,N/A,N/A
BUNC1B348123#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1319,0,4/22/2026 13:36,PASS,0,N/A,N/A
1085033-04 2616070112261085033-04 261607026198,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1101,0,4/22/2026 13:37,PASS,0,N/A,N/A
BUNC1B348121#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1333,0,4/22/2026 13:38,PASS,0,N/A,N/A
BUNC1B348132#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_01,CA01,ECD16010089-PAT-01,CR_CD01:1457,0,4/22/2026 13:39,PASS,0,N/A,N/A
BUNC1B348120#,3572605118,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA05,ECD16010089-PAT-01,CR_CD01:1116,0,4/22/2026 13:40,PASS,0,N/A,N/A
BUNC1B348118#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1091,0,4/22/2026 13:41,PASS,0,N/A,N/A
BUNC1B348133#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1333,0,4/22/2026 13:43,PASS,0,N/A,N/A
BUNC1B348126#,3572605118,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA05,ECD16010089-PAT-01,CR_CD01:1116,0,4/22/2026 13:45,PASS,0,N/A,N/A
1085033-04 2616070262471085033-04 261607011225,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1302,0,4/22/2026 13:47,PASS,0,N/A,N/A
1085033-04 2616070004881085033-04 261607011325,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA07,ECD16010089-EER-01,CR_CD01:1223,0,4/22/2026 13:47,PASS,0,N/A,N/A
BUNC1B348130#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1065,0,4/22/2026 13:50,PASS,0,N/A,N/A
1085033-04 2616070262451085033-04 261607026246,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1230,0,4/22/2026 13:56,PASS,0,N/A,N/A
BUNC1B348124#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1232,0,4/22/2026 14:04,PASS,0,N/A,N/A
BUNC1B348135#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1072,0,4/22/2026 14:04,PASS,0,N/A,N/A
BUNC1B348134#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1232,0,4/22/2026 14:05,PASS,0,N/A,N/A
BUNC1B348136#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1461,0,4/22/2026 14:05,PASS,0,N/A,N/A
BUNC1B348137#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1125,0,4/22/2026 14:07,PASS,0,N/A,N/A
BUNC1B348135#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1072,0,4/22/2026 14:10,PASS,0,N/A,N/A
BUNC1B348138#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1400,0,4/22/2026 14:10,PASS,0,N/A,N/A
BUNC1B348137#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1125,0,4/22/2026 14:12,PASS,0,N/A,N/A
BUNC1B348136#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1072,0,4/22/2026 14:14,PASS,0,N/A,N/A
BUNC1B348139#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1100,0,4/22/2026 14:15,PASS,0,N/A,N/A
BUNC1B348138#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1125,0,4/22/2026 14:16,PASS,0,N/A,N/A
BUNC1B348134#,3572605118,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA05,ECD16010089-PAT-01,CR_CD01:1310,0,4/22/2026 14:17,PASS,0,N/A,N/A
BUNC1B348139#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1100,0,4/22/2026 14:20,PASS,0,N/A,N/A
1085033-04 2617070050181085033-04 261607026244,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1050,0,4/22/2026 14:29,PASS,0,N/A,N/A
1085033-04 2617070050121085033-04 261607026239,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA07,ECD16010089-EER-01,CR_CD01:1163,0,4/22/2026 14:30,PASS,0,N/A,N/A
1085033-04 2616070262491085033-04 261707005015,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA06,ECD16010089-EER-01,CR_CD01:1349,0,4/22/2026 14:30,PASS,0,N/A,N/A
BUNC1B348141#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1266,0,4/22/2026 14:37,PASS,0,N/A,N/A
BUNC1B348124#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1232,0,4/22/2026 14:38,PASS,0,N/A,N/A
BUNC1B348142#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1012,0,4/22/2026 14:39,PASS,0,N/A,N/A
BUNC1B348143#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1034,0,4/22/2026 14:42,PASS,0,N/A,N/A
BUNC1B348141#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1266,0,4/22/2026 14:43,PASS,0,N/A,N/A
BUNC1B348144#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1147,0,4/22/2026 14:44,PASS,0,N/A,N/A
BUNC1B348145#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1309,0,4/22/2026 14:46,PASS,0,N/A,N/A
BUNC1B348142#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1266,0,4/22/2026 14:47,PASS,0,N/A,N/A
BUNC1B348143#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1034,0,4/22/2026 14:47,PASS,0,N/A,N/A
BUNC1B348146#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1201,0,4/22/2026 14:48,PASS,0,N/A,N/A
BUNC1B348145#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1309,0,4/22/2026 14:52,PASS,0,N/A,N/A
BUNC1B348144#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1034,0,4/22/2026 14:52,PASS,0,N/A,N/A
BUNC1B348147#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1060,0,4/22/2026 14:54,PASS,0,N/A,N/A
BUNC1B348148#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1131,0,4/22/2026 14:55,PASS,0,N/A,N/A
BUNC1B348146#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1309,0,4/22/2026 14:57,PASS,0,N/A,N/A
BUNC1B348140#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1336,0,4/22/2026 15:00,PASS,0,N/A,N/A
BUNC1B348148#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1131,0,4/22/2026 15:00,PASS,0,N/A,N/A
BUNC1B348147#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1309,0,4/22/2026 15:01,PASS,0,N/A,N/A
BUNC1B348140#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1336,0,4/22/2026 15:05,PASS,0,N/A,N/A
BUNC1B348149#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1067,0,4/22/2026 15:06,PASS,0,N/A,N/A
1085033-04 261707005024,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1255,0,4/22/2026 15:06,PASS,0,N/A,N/A
1085033-04 2617070050241085033-04 261707005017,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA06,ECD16010089-EER-01,CR_CD01:1255,0,4/22/2026 15:09,PASS,0,N/A,N/A
BUNC1B348150#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1428,0,4/22/2026 15:09,PASS,0,N/A,N/A
BUNC1B348149#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1067,0,4/22/2026 15:11,PASS,0,N/A,N/A
BUNC1B348151#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1294,0,4/22/2026 15:12,PASS,0,N/A,N/A
BUNC1B348152#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1292,0,4/22/2026 15:15,PASS,0,N/A,N/A
BUNC1B348150#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1067,0,4/22/2026 15:16,PASS,0,N/A,N/A
BUNC1B348153#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1451,0,4/22/2026 15:17,PASS,0,N/A,N/A
1085033-04 261607026205,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1191,0,4/22/2026 15:18,PASS,0,N/A,N/A
BUNC1B348154#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1079,0,4/22/2026 15:19,PASS,0,N/A,N/A
1085033-04 261607026280,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1438,0,4/22/2026 15:20,PASS,0,N/A,N/A
BUNC1B348152#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1292,0,4/22/2026 15:20,PASS,0,N/A,N/A
BUNC1B348151#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1067,0,4/22/2026 15:21,PASS,0,N/A,N/A
BUNC1B348155#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1373,0,4/22/2026 15:21,PASS,0,N/A,N/A
1085033-04 261607026372,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1096,0,4/22/2026 15:21,PASS,0,N/A,N/A
BUNC1B348156#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1032,0,4/22/2026 15:23,PASS,0,N/A,N/A
1085033-04 261607026240,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA23,ECD16010089-FAT-01,CR_CD01:1181,0,4/22/2026 15:23,PASS,0,N/A,N/A
1085033-04 2616070263721085033-04 261607026205,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA06,ECD16010089-EER-01,CR_CD01:1096,0,4/22/2026 15:23,PASS,0,N/A,N/A
1085033-04 261607026260,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1162,0,4/22/2026 15:25,PASS,0,N/A,N/A
BUNC1B348153#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1451,0,4/22/2026 15:25,PASS,0,N/A,N/A
1085033-04 261607026365,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1169,0,4/22/2026 15:25,PASS,0,N/A,N/A
BUNC1B348157#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1413,0,4/22/2026 15:26,PASS,0,N/A,N/A
BUNC1B348154#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1079,0,4/22/2026 15:29,PASS,0,N/A,N/A
BUNC1B348156#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1032,0,4/22/2026 15:29,PASS,0,N/A,N/A
BUNC1B348158#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1137,0,4/22/2026 15:32,PASS,0,N/A,N/A
BUNC1B348155#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1373,0,4/22/2026 15:34,PASS,0,N/A,N/A
BUNC1B348159#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1298,0,4/22/2026 15:36,PASS,0,N/A,N/A
BUNC1B348157#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1413,0,4/22/2026 15:36,PASS,0,N/A,N/A
BUNC1B348160#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1298,0,4/22/2026 15:37,PASS,0,N/A,N/A
BUNC1B348158#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1137,0,4/22/2026 15:38,PASS,0,N/A,N/A
1085033-04 2616070262401085033-04 261607026260,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA06,ECD16010089-EER-01,CR_CD01:1181,0,4/22/2026 15:41,PASS,0,N/A,N/A
1085033-04 2616070263651085033-04 261607026280,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA07,ECD16010089-EER-01,CR_CD01:1169,0,4/22/2026 15:41,PASS,0,N/A,N/A
BUNC1B348160#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1276,0,4/22/2026 15:42,PASS,0,N/A,N/A
BUNC1B348159#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1298,0,4/22/2026 15:43,PASS,0,N/A,N/A
1085033-04 261207016573,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1206,0,4/22/2026 15:44,PASS,0,N/A,N/A
1085033-04 261607026402,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1264,0,4/22/2026 15:46,PASS,0,N/A,N/A
BUNC1B348161#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1404,0,4/22/2026 15:46,PASS,0,N/A,N/A
1085033-04 261607026366,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA23,ECD16010089-FAT-01,CR_CD01:1365,0,4/22/2026 15:49,PASS,0,N/A,N/A
1085033-04 261207016626,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1221,0,4/22/2026 15:49,PASS,0,N/A,N/A
BUNC1B348086#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1063,0,4/22/2026 15:50,PASS,0,N/A,N/A
1085033-04 261707005019,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1411,0,4/22/2026 15:51,PASS,0,N/A,N/A
BUNC1B348163#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1063,0,4/22/2026 15:51,PASS,0,N/A,N/A
BUNC1B348161#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1404,0,4/22/2026 15:52,PASS,0,N/A,N/A
BUNC1B348125#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1112,0,4/22/2026 15:53,PASS,0,N/A,N/A
BUNC1B348162#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1058,0,4/22/2026 15:54,PASS,0,N/A,N/A
BUNC1B348163#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1395,0,4/22/2026 15:56,PASS,0,N/A,N/A
BUNC1B348086#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1404,0,4/22/2026 15:57,PASS,0,N/A,N/A
BUNC1B348125#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1395,0,4/22/2026 16:01,PASS,0,N/A,N/A
1085033-04 2612070165731085033-04 261207016626,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA06,ECD16010089-EER-01,CR_CD01:1206,0,4/22/2026 16:02,PASS,0,N/A,N/A
1085033-04 2616070264021085033-04 261607026366,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA07,ECD16010089-EER-01,CR_CD01:1264,0,4/22/2026 16:02,PASS,0,N/A,N/A
